Site,Tag,Array,Genotype,NurseyGroup,FragID,T0_Method,T0_TLE,T0_NumBranch,T0_SA,T0_V,T0_Vcx,T0_SAcx,T3_Status,T3_TLE,T3_NumBranch,T3_SA,T3_V,T3_Vcx,T3_SAcx,T6_Status,T6_TLE,T6_NumBranch,T6_SA,T6_V,T6_Vcx,T6_SAcx,T9_Status,T9_TLE,T9_NumBranch,T9_SA,T9_V,T9_Vcx,T9_SAcx,T12_Status,T12_TLE,T12_NumBranch,T12_SA,T12_V,T12_Vcx,T12_SAcx,T3_Break,T6_Break,T9_Break,T12_Break,T12_Dead,T12_TOD,SevereBreak,CulumativeBreaks,,T0_FieldTLE,T6_FieldTLE
Marker 32,7,1,13,4,25,3D,4.268,,10.982,2.224,3.902,15.361,A,4.141,2,18.763,3.828,10.283,27.385,A,8.503,5,32.116,7.972,30.391,55.836,A,8.5351,6,34.368,7.998,29.742,55.353,A,19.452,9,60.983,12.797,77.119,99.369,1,0,0,0,0,13,,1,,6.2,11.5
Marker 32,8,1,62,10,23,3D,9.83,,37.709,9.923,22.26,,A,19.331436,9,75.41449,15.169227,76.340042,100.046272,A,35.8,8,139.914,46.829,259.246,224.048,A,56.27588702,20,175.53,47.633,344.67,269.674,A,102.706,34,362.735,114.954,911.682,519.405,0,0,0,0,0,13,,0,,9.3,36.4
Marker 32,9,1,7,3,25,3D,4.763,,25.433,6.236,9.562,26.914,A,6.456,3,34.398,8.551,20.906,43.563,A,14.069,7,51.173,15.122,56.539,82.538,A,20.5463,12,78.157,23.246,95.03,113.132,A,43.034,19,150.454,56.503,224.062,191.815,0,0,0,0,0,13,,0,,5.9,17.1
Marker 32,10,1,31,5,24,3D,11.717,,32.173,8.194,18.454,44.053,A,25.745,10,78.572,14.653,81.213,107.785,A,1.697,1,14.261,3.895,6.798,25.968,A,9.912,7,32.234,6.801,20.091,45.211,A,19.916,11,70.332,12.697,47.286,74.392,0,1,0,0,0,13,,1,,11,2.2
Marker 32,11,2,31,5,26,3D,10.01,,30.585,7.632,20.057,44.845,A,0.05,0,,,,,A,0.57,1,3.992,0.955,1.177,7.895,A,0.898,1,7.807,2.162,3.054,13.5887,A,10.262,7,26.253,5.43,14.388,33.21,1,0,0,0,0,13,b,1,,9.7,1
Marker 32,12,2,36,6,25,3D,5.661,,23.075,5.607,10.721,29.528,A,8.536,4,43.125,9.282,32.425,60.35,A,10.114,3,58.596,17.3,75.276,104.528,A,17.2277,7,113.463,67.643,160.561,161.904,A,40.554,17,181.742,74.262,295.531,236.058,0,0,0,0,0,13,,0,,5.7,9.5
Marker 32,13,2,3,2,26,3D,6.583,,28.745,5.727,12.302,34.411,A,10.605,6,40.289,8.152,25.592,55.192,A,10.511,9,30.354,8.453,22.629,45.045,A,18.932,12,60.027,17.129,54.007,77.165,A,34.509,24,87.331,18.709,85.558,104.665,0,1,0,0,0,13,,1,,7.6,10.8
Marker 32,14,2,13,4,26,3D,5.426,,15.821,3.692,6.48,21.712,D,1.2,1,,,,,D,,,,,,,D,,,,,,,D,,,,,,,1,,,,1,3,,1,,6.5,
Marker 32,15,2,44,8,27,3D,10.864,,32.577,8.13,13.664,36.963,A,11.576826,6,55.364502,13.079731,40.32058,72.85878,A,1.366,1,12.557,2.647,5.987,21.074,A,8.147,6,30.529,11,21.518,44.578,A,34.604,20,112.252,23.674,111.369,124.334,0,1,0,0,0,13,b,1,,8.2,3.3
Marker 32,16,2,62,10,27,3D,5.203,,21.872,4.687,7.46,23.247,A,6.386,2,33.027,7.595,22.133,45.178,A,10.742,5,51.407,16.128,54.804,82.342,A,19.507,9,90.217,36.823,127.656,140.544,A,31.969,15,141.164,56.113,196.646,178.344,0,0,0,0,0,13,,0,,7,12
Marker 32,17,2,1,1,26,hand,14.8,,,,,,A,23.922769,12,73.834167,15.911696,71.588585,94.912605,A,27.837,12,85.619,22.077,103.051,124.266,A,30.27,9,124.98,38.524,175.623,170.366,A,43.293,18,141.21,37.108,216.247,193.985,0,0,0,0,0,13,,0,,14.8,28.1
Marker 32,18,2,41,7,27,3D,7.475,,27.097,5.051,15.341,36.547,A,16.137929,8,48.252064,8.620129,34.668671,62.215073,A,24.014,8,79.878,21.86,105.807,123.762,A,29.725,9,100.599,28.053,156.543,159.939,A,41.515,17,122.691,25.982,169.632,166.002,0,0,0,0,0,13,,0,,8.7,26.9
Marker 32,19,2,50,9,27,hand,6.5,,,,,,A,8.336,5,33.002,9.151,25.821,51.849,A,15.279,7,45.513,12.309,40.665,68.743,A,20.094,9,79.727,20.889,89.705,109.224,A,23.164,12,66.071,16.469,82.269,105.07,0,0,0,0,0,13,,0,,6.5,14.9
Marker 32,20,2,7,3,27,3D,15.444,,62.911,19.263,52.501,88.558,A,20.477554,8,87.107529,26.54096,115.468239,139.303741,A,29.505,11,112.541,41.809,201.227,195.664,A,36.071,13,118.632,40.566,179.584,184.061,M,,,,,,,0,0,0,,,,,0,missing,14.2,29.7
Marker 32,21,3,36,6,26,3D,9.049,,38.181,10.241,18.979,45.191,A,13.463,6,61.541,14.624,48.464,80.132,A,15.694,7,76.375,22.036,96.501,122.527,A,22.407,11,110.106,45.278,138.824,148.15,A,49.123,16,209.874,96.528,380.549,274.554,0,0,0,0,0,13,,0,,8.6,16.2
Marker 32,22,3,41,7,25,3D,7.678,,24.971,4.394,12.784,33.696,D,0,,,,,,D,,,,,,,D,,,,,,,D,,,,,,,1,,,,1,3,,1,dead,8.9,
Marker 32,23,3,13,4,27,3D,3.64,,10.287,1.978,3.318,14.209,A,1.56267,1,7.095284,1.705807,2.681373,10.913185,A,1.519,1,7.949,2.176,3.271,12.891,A,1.61,1,10.939,3.058,4.756,17.111,A,8.596,8,24.441,5.872,15.83,36.414,0,1,0,0,0,13,b,1,,5.3,2
Marker 32,24,3,50,9,26,hand,12.2,,,,,,A,23.053,14,77.319,19.044,68.709,96.71,A,32.837,12,103.996,23.264,147.478,158.888,A,43.914,20,124.134,27.89,181.127,175.668,A,61.336,22,133.625,25.756,194.015,185.243,0,0,0,0,0,13,,0,,12.2,36
Marker 32,25,3,7,3,24,3D,11.89,,44.054,8.737,28.418,55.217,M,,,,,,,M,,,,,,,M,,,,,,,M,,,,,,,,,,,,,,0,dead,12.6,
Marker 32,26,3,44,8,25,3D,8.833,,40.482,10.056,27.709,58.021,A,11.2,6,44.487,11.118,31.106,58.512,A,24.576,8,92.505,24.769,116.122,134.805,A,31.356,13,115.078,34.727,165.64,165.976,A,61.175,19,211.667,68.096,367.999,276.959,0,0,0,0,0,13,,0,,9.4,25.3
Marker 32,27,3,1,1,25,hand,10.5,,,,,,A,26.147,14,81.375,16.52,87.682,108.034,A,34.035,13,104.141,25.839,128.698,136.005,M,,,,,,,M,,,,,,,0,0,,,,,,0,dead,10.5,30.6
Marker 32,28,3,62,10,26,3D,6.2,,27.015,6.772,11.809,31.253,A,9.199,5,42.089,10.232,27.4,53.616,A,14.673,5,64.002,20.117,74.459,100.155,A,26.344,17,94.818,28.69,122.159,133.247,A,50.153,23,170.054,61.404,252.71,213.95,0,0,0,0,0,13,b,0,,5.4,16
Marker 32,29,3,3,2,25,3D,9.697,,37.05,7.85,19.385,43.789,A,17.809,8,63.945,13.196,66.682,94.003,A,4.061,4,20.43,4.506,11.896,30.639,A,6.484,5,25.524,7.642,16.87,39.629,A,11.581,8,43.684,15.138,36.218,60.562,0,1,0,0,0,13,,1,,7.7,4.6
Marker 32,30,3,31,5,25,3D,6.441,,29.383,9.253,17.925,39.434,A,18.087,9,66.04,14.917,64.71,86.352,A,28.53,10,95.727,23.119,120.656,130.821,A,43.938,18,128.156,35.731,204.043,183.949,A,59.036,17,153.14,30.432,311.321,252.022,0,0,0,0,0,13,,0,,6.2,28.1
Maryland Shoals,1,1,31,5,22,3D,13.515,,36.531,10.075,26.256,52.962,A,0,0,0.141,0,0,0.141,A,0.14,1,0.396,0.009,0.037,0.837,A,0,0,0.971,0,0,0.971,A,0.835,2,1.89,0.206,0.477,3.663,1,0,0,0,0,13,b,1,,12.5,
Maryland Shoals,2,1,41,7,22,3D,11.637,,41.405,8.592,37.957,65.811,A,21.9,9,67.103,16.322,70.901,97.605,A,30.554,9,108.502,25.905,166.564,167.744,A,48.192,18,150.64,38.538,326.309,256.625,A,50.952,21,170.283,35.859,338.349,261.189,0,0,0,0,0,13,,0,,13.5,29.4
Maryland Shoals,3,1,3,2,23,3D,8.941,,30.089,6.352,13.83,34.559,A,1.516,1,12.434,3.457,4.912,18.752,A,4.266,4,23.032,5.683,13.071,35.303,A,10.791,10,38.081,8.462,30.322,56.185,A,20.003,13,59.999,12.591,44.071,67.486,1,0,0,0,0,13,,1,,8.4,3
Maryland Shoals,4,1,50,9,23,3D,8.34,,33.684,7.089,14.671,37.736,A,6.69,5,16.31,3.224,5.66,17.432,A,11.679,7,27.116,6.841,11.782,28.497,A,18.799,12,46.639,12.923,32.065,58.051,A,32.56,17,87.072,18.33,79.853,102.887,0,0,0,0,0,13,,0,,9.4,7.5
Maryland Shoals,5,1,62,10,22,3D,7.494,,25.656,6.78,12.46,,A,9.329,4,41.622,9.836,29.546,53.974,A,1.594,2,11.815,3.289,4.901,17.966,A,5.136,4,13.381,4.349,6.937,20.763,A,6.317,5,21.977,5.67,11.73,29.821,0,1,0,0,0,13,,1,,9.3,7.3
Maryland Shoals,6,1,13,4,23,3D,3.929,,14.12,3.37,4.862,17.982,A,4.681,1,27.754,6.746,18.2,40.747,A,2.609,1,23.489,5.583,15.659,39.248,A,8.986,9,37.741,10.179,33.534,61.471,A,15.906,9,43.455,8.448,32.656,54.962,0,1,0,0,0,13,,1,,5.1,7.3
Maryland Shoals,7,1,36,6,22,3D,7.795,,28.472,6.696,12.194,34.784,A,5.333,2,29.763,7.196,19.133,41.395,A,7.052,2,43.539,12.328,36.133,62.358,A,8.318,4,27.824,8.322,15.792,35.962,A,2.702,2,5.246,1.13,1.52,7.475,1,0,0,0,0,13,,1,,7.8,6.7
Maryland Shoals,8,1,7,3,22,3D,8.827,,34.529,8.147,16.23,38.613,A,16.137,7,51.359,12.82,47.976,75.625,A,23.617,8,87.375,21.881,113.636,131.309,A,39.403,14,131.026,37.176,234.347,208.447,A,47.572,17,176.905,43.137,309.947,251.775,0,0,0,0,0,13,,0,,6.9,21.7
Maryland Shoals,9,1,44,8,24,3D,7.651,,32.949,7.526,14.874,38.178,A,5.828,2,27.955,7.622,15.55,35.424,A,8.042,3,39.764,12.483,32.178,58.016,A,21.913,12,75.619,22.479,84.611,104.975,A,37.059,18,146.019,40.467,165.381,156.961,1,0,0,0,0,13,,1,,8.8,11.9
Maryland Shoals,10,1,1,1,23,3D,5.731,,36.628,13.794,21.162,44.599,A,10.914,6,42.521,11.237,32.944,59.901,A,11.155,7,34.901,9.429,21.66,44.641,A,0,0,1.097,0,0,1.097,A,0,0,0.382,0,0,0.382,0,0,1,0,0,13,,1,,6.6,8.6
Maryland Shoals,11,2,62,10,21,3D,8.16,,33.98,8.96,19.04,,A,8.87,3,43.869,11.021,28.671,58.333,A,10.501,4,51.527,16.542,54.494,82.291,A,18.688,11,70.881,21.633,89.396,109.854,A,28.665,12,129.387,48.02,181.83,169.068,0,0,0,0,0,13,,0,,9.8,11
Maryland Shoals,12,2,41,7,21,3D,12.059,,42.598,8.748,31.767,59.156,A,0.54,1,2.304,0.698,0.995,6.927,A,0.492,1,2.459,0.614,0.847,6.217,A,0,0,0.919,0,0,0.919,A,0,0,1.651,0,0,1.651,1,0,0,0,0,13,,1,,14,0.4
Maryland Shoals,13,2,44,8,23,3D,11.141,,39.771,10.867,23.912,49.402,A,16.752,8,54.982,14.843,48.006,77.857,A,1.33,1,18.619,5.532,8.648,34.707,A,4.047,5,27.458,8.2,17.814,45.256,A,14.305,12,53.142,15.187,37.116,63.934,0,1,0,0,0,13,,1,,12.2,1.4
Maryland Shoals,14,2,13,4,22,3D,4.063,,11.077,2.372,3.788,15.895,A,4.733,2,21.259,4.658,10.606,28.587,A,7.818,5,30.214,8,25.636,50.617,A,12.637,8,42.989,10.517,38.295,64.189,A,25.632,15,83.544,17.349,81.584,106.178,0,0,0,0,0,13,,0,,5.9,7.3
Maryland Shoals,15,2,50,9,22,3D,10.629,,42.482,8.373,19.652,44.858,A,7.402,3,36.75,9.252,22.415,46.156,A,13.589,5,55.184,14.18,60.51,89.638,A,20.371,11,72.319,18.153,74.741,99.842,A,32.995,21,113.549,23.023,115.308,128.231,1,0,0,0,0,13,,1,,10.9,12.8
Maryland Shoals,16,2,1,1,22,3D,9.912,,35.236,6.348,20.026,43.697,A,1.394,1,10.178,3.043,4.313,15.989,A,4.693,4,20.852,7.205,12.651,33.989,A,8.949,8,28.94,6.158,17.256,37.994,A,19.25,14,55.725,12.236,39.151,61.26,1,0,0,0,0,13,,1,,10.3,3.9
Maryland Shoals,17,2,3,2,22,3D,10.183,,37.444,7.428,21.612,45.019,A,9.728,6,35.592,9.195,29.068,49.737,A,26.001,12,90.104,24.089,137.825,146.263,A,38.429,19,125.79,29.015,185.704,172.799,A,52.905,25,204.491,60.219,312.576,247.135,0,0,0,0,0,13,,0,,13.1,25.9
Maryland Shoals,18,2,36,6,21,3D,9.603,,39.809,13.388,26.073,56.462,A,6.622,2,40.834,15.014,26.87,52.104,A,8.878,2,55.997,21.907,58.512,89.494,A,11.971,4,69.537,30.471,83.791,110.273,A,21.374,10,107.908,40.808,124.438,137.915,0,0,0,0,0,13,,0,,10.6,8.5
Maryland Shoals,19,2,31,5,21,3D,9.38,,37.611,12.62,26.903,53.295,A,11.586,6,45.668,13.203,32.395,57.497,A,18.621,9,70.46,22.838,77.862,103.354,A,30.975,15,90.254,22.877,119.381,132.521,A,38.397,15,134.509,32.51,199.295,186.03,0,0,0,0,0,13,,0,,8.7,18.9
Maryland Shoals,20,2,7,3,21,3D,10.526,,35.249,7.892,19.006,40.932,A,15.623,7,49.217,11.249,42.505,68.887,A,21.564,7,79.473,25.043,113.769,130.484,A,28.723,14,123.004,20.109,150.312,154.477,A,41.097,23,152.014,39.529,225.623,199.738,0,0,0,0,0,13,,0,,9.7,20
Maryland Shoals,21,3,7,3,23,3D,7.6,,38.461,10.626,16.627,41.384,A,12.51,5,54.258,14.773,49.777,81.192,A,8.576,4,28.029,5.767,13.619,33.337,A,9.241,5,24.058,4.321,12.49,31.36,D,1.475,1,7.396,1.515,2.644,10.709,0,0,0,1,1,12,b,1,"dead, intact",7.1,8.7
Maryland Shoals,22,3,1,1,21,3D,5.516,,25.61,5.859,11.17,29.69,A,11.152,6,42.413,10.685,32.641,61,A,7.896,4,29.352,6.751,13.758,33.616,A,7.413,4,20.339,4.509,9.575,25.999,A,9.319,5,39.627,10.822,62.888,110.354,0,0,0,0,0,13,b,0,,6,1.4
Maryland Shoals,23,3,3,2,21,3D,13.749,,43.771,8.983,25.497,49.85,A,22.522,10,67.786,13.717,64.88,90.729,A,3.729,2,12.841,2.91,5.516,17.78,D,,,,,,,D,,,,,,,0,0,1,,1,9,,1,,14.7,
Maryland Shoals,24,3,44,8,22,3D,5.134,,25.452,5.635,10.936,30.307,A,0.332,1,2.287,0.142,0.496,4.768,D,,,,,,,D,,,,,,,D,,,,,,,1,,,,1,6,,1,,6.5,1.5
Maryland Shoals,25,3,13,4,24,3D,7.927,,22.53,5.666,10.742,30.964,A,17.2,8,,,,,A,1.374,1,9.286,2.527,3.799,14.348,D,,,,,,,D,,,,,,,0,1,,,1,9,,1,,8.7,1
Maryland Shoals,26,3,50,9,18,hand,6.2,,,,,,A,2.5,1,,,,,A,0.167,1,1.018,0.022,0.14,1.96,D,,,,,,,D,,,,,,,0,1,0,,1,9,,1,,6.2,
Maryland Shoals,27,3,62,10,20,3D,11.504,,45.981,14.485,27.445,55.371,A,11.783,7,33.004,5.797,16.576,35.295,D,,,,,,,D,,,,,,,D,5.854,2,41.169,13.291,24.256,47.007,0,,,,1,6,,0,"dead, intact",11.4,
Maryland Shoals,28,3,36,6,23,3D,6.439,,24.016,5.081,10.129,30.598,D,2.395,1,13.98,3.53,5.175,16.41,D,,,,,,,D,,,,,,,D,,,,,,,1,,,,1,3,,1,,7,
Maryland Shoals,29,3,41,7,23,3D,11.217,,40.468,9.217,28.562,56.938,A,18.51,8,54.615,11.126,43.078,71.88,D,0,,,,,,D,,,,,,,D,,,,,,,0,1,,,1,6,,1,,13,
Maryland Shoals,30,3,31,5,23,3D,10.048,,23.876,5.787,14.055,36.164,A,12.11,8,22.892,3.487,11.725,28.329,A,13.759,7,40.412,7.826,28.507,51.71,D,0,,,,,,D,,,,,,,0,0,1,,1,9,,1,dead,9.5,13
W. Sambo,1,1,1,1,14,3D,8.249,,28.108,9.084,16.411,37.293,A,3.741,2,21.829,4.987,11.901,31.829,A,15.019,7,60.656,16.841,53.778,81.779,A,21.291,13,77.359,30.433,82.741,104.715,A,42.506,21,127.459,41.103,145.083,154.091,1,0,0,0,0,13,,1,,8.5,22.3
W. Sambo,2,1,7,3,14,3D,6.314,,23.333,5.219,8.72,25.498,A,5.612,3,28.168,8.368,14.925,35.316,A,13.566,8,54.599,16.641,49.522,76.396,A,25.14,9,100.059,34.491,131.891,138.561,A,51.274,17,212.574,95.116,359.043,263.569,1,0,0,0,0,13,,1,,7.5,19.5
W. Sambo,3,1,62,10,16,3D,10.431,,48.643,18.619,31.953,57.449,A,12.435,5,56.023,17.876,46.584,76.252,A,21.044,7,93.458,32.921,119.512,139.807,A,34.298,14,136.98,57.617,229.651,207.897,A,45.611,17,171.158,69.121,305.271,247.755,0,0,0,0,0,13,,0,,9.2,18.8
W. Sambo,4,1,31,5,15,hand,15.2,,,,,,A,26.496,12,85.03,21.966,98.718,117.807,A,45.292,11,159.655,38.998,270.966,226.791,A,59.025,20,200.438,55.59,429.293,306.76,A,54.332,19,198.117,56.907,385.792,285.642,0,0,0,0,0,13,,0,,15.2,45.8
W. Sambo,5,1,13,4,14,hand,7.9,,,,,,A,8.893,4,32.009,6.896,20.759,45.322,A,18.362,7,63.808,14.538,67.933,97.152,A,31.019,14,103.452,27.544,145.86,156.94,A,29.656,12,97.277,24.85,121.439,134.668,0,0,0,0,0,13,,0,,7.9,18.2
W. Sambo,6,1,3,2,17,3D,8.067,,37.246,8.823,17.27,42.642,A,14.62,9,58.215,13.671,53.959,84.539,A,33.8279,13,142.047,45.927,232.763,209.008,A,37.277,18,150.531,56.398,243.527,216.356,A,47.053,14,219.821,72.938,361.855,270.18,0,0,0,0,0,13,,0,,8.5,35.9
W. Sambo,7,1,36,6,16,3D,4.537,,16.049,4.052,5.796,19,A,6.098,2,30.802,8.829,17.016,38.682,A,7.626,3,44.598,16.94,43.174,71.416,A,12.188,10,54.961,22.728,59.326,86.774,A,20.086,11,69.126,31.989,90.515,112.803,0,0,0,0,0,13,,0,,4.5,9.2
W. Sambo,8,1,44,8,18,hand,7.2,,,,,,A,9.516,5,44.292,12.26,33.865,63.129,A,18.86,11,81.019,26.489,104.752,128.082,A,27.015,14,118.84,62.18,171.947,173.538,A,26.631,13,129.363,65.037,172.255,169.205,0,0,0,0,0,13,,0,,,21.7
W. Sambo,9,1,50,9,15,hand,6.2,,,,,,A,2.204,1,16.451,4.474,7.953,22.746,A,8.069,6,32.672,8.309,25.964,51.643,A,12.603,9,48.125,14.406,42.641,67.546,A,29.22,16,113.947,36.367,120.448,128.629,1,0,0,0,0,13,,1,,6.2,9.7
W. Sambo,10,1,41,7,16,3D,10.582,,32.065,8.376,18.016,42.042,A,15.517,8,51.113,12.119,36.973,64.831,A,28.592,10,97.994,31.388,134.087,153.2,A,42.7,17,,,,,A,61.086,21,200.834,52.739,366.063,281.615,0,0,0,0,0,13,,0,,15.3,30.8
W. Sambo,11,2,62,10,15,3D,12.187,,50.205,16.536,35.214,64.756,A,16.765,7,73.026,20.864,68.451,97.332,A,24.943,12,99.174,36.486,134.885,145.082,A,28.3,14,116.873,39.945,152.216,155.812,A,2.272,1,31.108,11.544,20.101,51.51,0,0,0,1,0,13,,1,,13.4,26
W. Sambo,12,2,3,2,16,3D,6.805,,34.666,9.01,16.095,38.923,A,6.107878,2,44.785,9.783,26.169,51.756,A,12.95,8,56.926,19.329,64.523,90.397,A,12.797,8,62.831,26.59,72.218,96.165,A,16.621,9,97.417,53.583,122.775,134.985,0,0,0,0,0,13,,0,,7.5,14.5
W. Sambo,13,2,44,8,16,hand,9.4,,,,,,A,5.5652,2,29.352203,6.279235,16.350996,36.801254,A,11.904,7,52.567,19.318,52.576,77.889,A,16.012,10,62.458,22.81,63.756,88.275,A,18.461,9,137.731,70.088,179.733,172.331,0,0,0,0,0,13,,0,,,15.7
W. Sambo,14,2,50,9,14,hand,6.9,,,,,,A,7.698,2,40.647,12.519,24.762,52.827,A,16.268,8,75.784,29.704,92.63,120.65,A,19.173,11,72.12,25.688,89.251,115.532,A,29.076,14,121.467,53.173,158.926,163.797,0,0,0,0,0,13,,0,,6.9,19.2
W. Sambo,15,2,1,1,16,3D,8.496,,32.495,6.861,16.514,37.427,A,10.546203,6,42.828911,9.082192,24.496716,46.700787,A,13.921,8,53.241,18.791,45.956,70.368,A,16.3207,11,63.378,20.098,55.047,79.806,A,35.747,17,138.138,57.797,160.922,154.561,0,1,0,0,0,13,,1,,12.3,13.8
W. Sambo,16,2,13,4,16,3D,2.874,,13.669,2.172,3.906,14.328,A,2.92479,2,12.181571,2.695815,4.862404,16.318207,A,6.939,6,21.076,6.147,11.351,27.638,A,8.13,6,28.508,9.061,17.789,37.902,A,12.093,9,36.675,9.004,21.127,42.1,1,0,0,0,0,13,,1,,4.3,9.2
W. Sambo,17,2,7,3,13,3D,9.687,,25.572,5.904,13.694,32.766,M,,,,,,,M,,,,,,,M,,,,,,,M,,,,,,,,,,,,,,0,missing,9.5,
W. Sambo,18,2,31,5,13,hand,11.5,,,,,,A,14.727,7,58.944,14.978,45.219,71.836,A,18.245,9,65.946,21.188,74.064,96.877,A,22.8072,12,90.105,26.146,104.133,120.805,A,32.822,14,89.736,26.235,108.957,122.929,0,0,0,0,0,13,,0,,11.5,21.8
W. Sambo,19,2,41,7,14,3D,6.769,,16.486,3.461,6.673,22.133,A,10.957,6,31.438,5.734,19.369,45.214,A,0.994,1,10.179,2.747,3.952,18.028,A,0.893,1,8.803,2.488,3.596,17.571,A,7.33,10,18.878,4.746,11.286,31.997,0,1,0,0,0,13,b,1,,7.1,1.7
W. Sambo,20,2,36,6,15,3D,5.556,,19.89,5.253,8.132,24.48,A,7.563,3,41.415,12.329,24.179,50.029,A,13.677,7,55.896,20.198,61.105,91.317,A,14.389,7,65.14,22.682,71.275,100.361,A,25.33,12,109.153,48.914,142.401,154.732,0,0,0,0,0,13,,0,,5.5,15.9
W. Sambo,21,3,7,3,15,3D,4.761,,21.05,3.929,7.053,22.428,A,6.385,3,33.019,8.825,18.237,40.748,A,2.353,2,5.837,1.118,1.9,8.553,D,,,,,,,D,,,,,,,0,0,,,1,9,,0,dead,5.1,10.9
W. Sambo,22,3,62,10,17,3D,16.919,,62.921,20.992,49.428,76.986,A,10.863,5,47.457,12.06,35.889,63.7,D,0,,,,,,D,,,,,,,D,,,,,,,0,1,,,1,6,,1,,14.9,
W. Sambo,23,3,1,1,17,3D,13.133,,59.836,19.539,39.828,65.657,A,21.345,11,83.549,24.868,74.319,98.351,D,0,,,,,,D,,,,,,,D,,,,,,,0,1,,,1,6,,1,dead,12.2,
W. Sambo,24,3,31,5,14,hand,11.1,,,,,,A,25.289,18,70.174,17.861,63.741,88.848,A,44.364,15,134.938,32.684,154.089,155.455,A,44.838,27,143.049,33.599,156.46,153.299,A,47.273,22,166.195,43.869,193.812,178.367,0,0,0,0,0,13,,0,,11.1,38.4
W. Sambo,25,3,13,4,18,3D,5.629,,31.141,8.004,13.409,33.608,A,8.3097,4,37.712,10.071,26.741,52.232,A,15.549,11,51.539,12.847,44.29,70.829,A,24.97227634,22,74.70722492,18.6633896,72.41673543,95.43959741,A,26.547,15,85.829,25.735,85.375,104.237,0,0,0,0,0,13,,0,,6.6,18.3
W. Sambo,26,3,36,6,14,3D,11.603,,44.615,15.81,30.813,58.017,A,14.496922,6,78.129128,19.019957,53.384075,83.438049,A,22.746,10,105.778,34.878,112.52,131.843,A,21.52461154,12,89.46677294,32.22719359,97.30759659,119.9186575,A,24.823,8,132.864,52.853,160.742,166.279,0,0,0,0,0,13,,0,,12.2,22.3
W. Sambo,27,3,50,9,13,hand,6.2,,,,,,A,8.41,4,41.641,11.143,28.102,55.211,A,4.047,6,30.667,8.616,15.884,50.095,A,5.799,6,26.124,10.055,15.071,44.613,A,8.675,7,50.742,23.018,37.732,68.144,0,1,0,0,0,13,b,1,,6.2,6.7
W. Sambo,28,3,3,2,15,hand,8.3,,,,,,A,4.951,3,22.131,6.13,10.871,26.308,A,10.654,11,35.756,12.154,25.605,47.035,A,7.621,6,26.464,9.787,17.793,38.279,A,10.338,9,43.02,14.114,30.827,54.823,1,0,0,0,0,13,b,1,,8.3,13.8
W. Sambo,29,3,44,8,17,hand,6,,,,,,A,8.599,5,39.255,11.816,26.808,52.492,M,,,,,,,M,,,,,,,M,,,,,,,0,,,,,,,0,,,
W. Sambo,30,3,41,7,15,3D,6.401,,15.713,3.286,5.299,20.541,A,9.29,5,32.161,6.568,15.967,39.173,A,19.199,14,56.553,13.753,51.933,81.719,A,37.126473,16,111.589073,29.136986,162.663422,164.36174,D,0,,,,,,0,0,0,,1,12,,0,,7.1,21.6
